iu,iv,u_mm,v_mm,x_mm,y_mm,z_mm,nx,ny,nz,theta1_rad,theta2_rad,residual_abs,valid,reason_code
18,8,64.150000,3.000000,11.999649,56.868044,15.165583,0.12765845,-0.96120859,-0.24450227,-2.047888002040,0.682629334013,0.000000,1,OK
19,8,64.575000,3.000000,14.579351,57.094482,15.381049,0.08246365,-0.96613580,-0.24450227,-2.000998068372,0.666999356124,0.000000,1,OK
20,8,65.000000,3.000000,17.151445,57.201214,15.592011,0.03803724,-0.96890237,-0.24450227,-1.955088277428,0.651696092476,0.000000,1,OK
0,9,56.500000,4.000000,-28.307803,19.924849,9.590499,0.96954639,-0.01851834,-0.24420660,-3.471109212640,1.157036404213,0.000000,1,OK
1,9,56.925000,4.000000,-27.146212,26.665396,10.613850,0.94144978,-0.23245524,-0.24420660,-3.248136698195,1.082712232732,0.000000,1,OK
2,9,57.350000,4.000000,-25.514460,31.172635,11.260476,0.89947897,-0.36235441,-0.24420660,-3.107246696305,1.035748898768,0.000000,1,OK
3,9,57.775000,4.000000,-23.654259,34.820076,11.777569,0.85303717,-0.46118405,-0.24420660,-2.994580032996,0.998193344332,0.000000,1,OK
4,9,58.200000,4.000000,-21.637948,37.933566,12.222602,0.80438101,-0.54160347,-0.24420660,-2.897614278294,0.965871426098,0.000000,1,OK
5,9,58.625000,4.000000,-19.503262,40.655124,12.620177,0.75450679,-0.60916552,-0.24420660,-2.810988681923,0.936996227308,0.000000,1,OK
6,9,59.050000,4.000000,-17.274382,43.062494,12.983522,0.70396790,-0.66692753,-0.24420660,-2.731821270713,0.910607090238,0.000000,1,OK
7,9,59.475000,4.000000,-14.968660,45.204059,13.320716,0.65311426,-0.71680186,-0.24420660,-2.658352035651,0.886117345217,0.000000,1,OK
8,9,59.900000,4.000000,-12.599473,47.112574,13.637115,0.60218669,-0.76008836,-0.24420660,-2.589413405394,0.863137801798,0.000000,1,OK
9,9,60.325000,4.000000,-10.177660,48.811588,13.936490,0.55136125,-0.79772421,-0.24420660,-2.524184221925,0.841394740642,0.000000,1,OK
10,9,60.750000,4.000000,-7.712323,50.318825,14.221608,0.50077253,-0.83041557,-0.24420660,-2.462061236092,0.820687078697,0.000000,1,OK
11,9,61.175000,4.000000,-5.211313,51.648119,14.494575,0.45052708,-0.85871327,-0.24420660,-2.402586042113,0.800862014038,0.000000,1,OK
12,9,61.600000,4.000000,-2.681549,52.810593,14.757031,0.40071163,-0.88305907,-0.24420660,-2.345400759422,0.781800253141,0.000000,1,OK
13,9,62.025000,4.000000,-0.129227,53.815420,15.010289,0.35139835,-0.90381543,-0.24420660,-2.290219743984,0.763406581328,0.000000,1,OK
14,9,62.450000,4.000000,2.440031,54.670332,15.255414,0.30264837,-0.92128557,-0.24420660,-2.236810768563,0.745603589521,0.000000,1,OK
15,9,62.875000,4.000000,5.021066,55.381969,15.493286,0.25451431,-0.93572731,-0.24420660,-2.184982065961,0.728327355320,0.000000,1,OK
16,9,63.300000,4.000000,7.609104,55.956131,15.724642,0.20704198,-0.94736305,-0.24420660,-2.134573147484,0.711524382495,0.000000,1,OK
17,9,63.725000,4.000000,10.199694,56.397961,15.950105,0.16027170,-0.95638701,-0.24420660,-2.085448134171,0.695149378057,0.000000,1,OK
18,9,64.150000,4.000000,12.788662,56.712085,16.170210,0.11423925,-0.96297068,-0.24420660,-2.037490808709,0.679163602903,0.000000,1,OK
19,9,64.575000,4.000000,15.372072,56.902707,16.385415,0.06897660,-0.96726696,-0.24420660,-1.990600875041,0.663533625014,0.000000,1,OK
20,9,65.000000,4.000000,17.946199,56.973701,16.596122,0.02451249,-0.96941337,-0.24420660,-1.944691084097,0.648230361366,0.000000,1,OK
0,10,56.500000,5.000000,-28.042435,20.320795,10.603466,0.96926507,-0.03217923,-0.24390515,-3.460613020684,1.153537673561,0.000000,1,OK
1,10,56.925000,5.000000,-26.786050,27.048427,11.625554,0.93815460,-0.24571574,-0.24390515,-3.237640506239,1.079213502080,0.000000,1,OK
2,10,57.350000,5.000000,-25.090510,31.534834,12.271382,0.89435434,-0.37502080,-0.24390515,-3.096750504349,1.032250168116,0.000000,1,OK
3,10,57.775000,5.000000,-23.178477,35.157745,12.787836,0.84652096,-0.47319398,-0.24390515,-2.984083841040,0.994694613680,0.000000,1,OK
4,10,58.200000,5.000000,-21.117773,38.244220,13.232319,0.79673269,-0.55292612,-0.24390515,-2.887118086338,0.962372695446,0.000000,1,OK
5,10,58.625000,5.000000,-18.944161,40.936896,13.629404,0.74590755,-0.61978400,-0.24390515,-2.800492489967,0.933497496656,0.000000,1,OK
6,10,59.050000,5.000000,-16.680744,43.313905,13.992301,0.69455583,-0.67683268,-0.24390515,-2.721325078757,0.907108359586,0.000000,1,OK
7,10,59.475000,5.000000,-14.344204,45.423902,14.329078,0.64300051,-0.72598941,-0.24390515,-2.647855843695,0.882618614565,0.000000,1,OK
8,10,59.900000,5.000000,-11.947464,47.299853,14.645087,0.59146409,-0.76855742,-0.24390515,-2.578917213438,0.859639071146,0.000000,1,OK
9,10,60.325000,5.000000,-9.501036,48.965472,14.944092,0.54010941,-0.80547632,-0.24390515,-2.513688029969,0.837896009990,0.000000,1,OK
10,10,60.750000,5.000000,-7.013777,50.438623,15.228859,0.48906112,-0.83745418,-0.24390515,-2.451565044136,0.817188348045,0.000000,1,OK
11,10,61.175000,5.000000,-4.493347,51.733259,15.501488,0.43841800,-0.86504331,-0.24390515,-2.392089850157,0.797363283386,0.000000,1,OK
12,10,61.600000,5.000000,-1.946509,52.860607,15.763621,0.38826056,-0.88868668,-0.24390515,-2.334904567465,0.778301522488,0.000000,1,OK
13,10,62.025000,5.000000,0.620668,53.829934,16.016566,0.33865585,-0.90874776,-0.24390515,-2.279723552027,0.759907850676,0.000000,1,OK
14,10,62.450000,5.000000,3.202668,54.649054,16.261388,0.28966073,-0.92553063,-0.24390515,-2.226314576606,0.742104858869,0.000000,1,OK
15,10,62.875000,5.000000,5.794425,55.324685,16.498967,0.24132420,-0.93929384,-0.24390515,-2.174485874005,0.724828624668,0.000000,1,OK
16,10,63.300000,5.000000,8.391244,55.862697,16.730037,0.19368892,-0.95026043,-0.24390515,-2.124076955528,0.708025651843,0.000000,1,OK
17,10,63.725000,5.000000,10.988747,56.268299,16.955222,0.14679247,-0.95862519,-0.24390515,-2.074951942215,0.691650647405,0.000000,1,OK
18,10,64.150000,5.000000,13.582823,56.546178,17.175054,0.10066822,-0.96456010,-0.24390515,-2.026994616753,0.675664872251,0.000000,1,OK
19,10,64.575000,5.000000,16.169596,56.700597,17.389994,0.05534598,-0.96821852,-0.24390515,-1.980104683084,0.660034894361,0.000000,1,OK
20,10,65.000000,5.000000,18.745393,56.735483,17.600441,0.01085257,-0.96973837,-0.24390515,-1.934194892141,0.644731630714,0.000000,1,OK
