iu,iv,u_mm,v_mm,x_mm,y_mm,z_mm,nx,ny,nz,theta1_rad,theta2_rad,residual_abs,valid,reason_code
5,2,58.625000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
6,2,59.050000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
7,2,59.475000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
8,2,59.900000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
9,2,60.325000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
10,2,60.750000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
11,2,61.175000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
12,2,61.600000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
13,2,62.025000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
14,2,62.450000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
15,2,62.875000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
16,2,63.300000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
17,2,63.725000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
18,2,64.150000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
19,2,64.575000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
20,2,65.000000,-3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
0,3,56.500000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
1,3,56.925000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
2,3,57.350000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
3,3,57.775000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
4,3,58.200000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
5,3,58.625000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
6,3,59.050000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
7,3,59.475000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
8,3,59.900000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
9,3,60.325000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
10,3,60.750000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
11,3,61.175000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
12,3,61.600000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
13,3,62.025000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
14,3,62.450000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
15,3,62.875000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
16,3,63.300000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
17,3,63.725000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
18,3,64.150000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
19,3,64.575000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
20,3,65.000000,-2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
0,4,56.500000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
1,4,56.925000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
2,4,57.350000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
3,4,57.775000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
4,4,58.200000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
5,4,58.625000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
6,4,59.050000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
7,4,59.475000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
8,4,59.900000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
9,4,60.325000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
10,4,60.750000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
11,4,61.175000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
12,4,61.600000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
13,4,62.025000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
14,4,62.450000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
15,4,62.875000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
16,4,63.300000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
17,4,63.725000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
18,4,64.150000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
19,4,64.575000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
20,4,65.000000,-1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
0,5,56.500000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
1,5,56.925000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
2,5,57.350000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
3,5,57.775000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
4,5,58.200000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
5,5,58.625000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
6,5,59.050000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
7,5,59.475000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
8,5,59.900000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
9,5,60.325000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
10,5,60.750000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
11,5,61.175000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
12,5,61.600000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
13,5,62.025000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
14,5,62.450000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
15,5,62.875000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
16,5,63.300000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
17,5,63.725000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
18,5,64.150000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
19,5,64.575000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
20,5,65.000000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
0,6,56.500000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
1,6,56.925000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
2,6,57.350000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
3,6,57.775000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
4,6,58.200000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
5,6,58.625000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
6,6,59.050000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
7,6,59.475000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
8,6,59.900000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
9,6,60.325000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
10,6,60.750000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
11,6,61.175000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
12,6,61.600000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
13,6,62.025000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
14,6,62.450000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
15,6,62.875000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
16,6,63.300000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
17,6,63.725000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
18,6,64.150000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
19,6,64.575000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
20,6,65.000000,1.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
0,7,56.500000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
1,7,56.925000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
2,7,57.350000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
3,7,57.775000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
4,7,58.200000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
5,7,58.625000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
6,7,59.050000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
7,7,59.475000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
8,7,59.900000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
9,7,60.325000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
10,7,60.750000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
11,7,61.175000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
12,7,61.600000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
13,7,62.025000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
14,7,62.450000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
15,7,62.875000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
16,7,63.300000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
17,7,63.725000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
18,7,64.150000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
19,7,64.575000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
20,7,65.000000,2.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
0,8,56.500000,3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
1,8,56.925000,3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
2,8,57.350000,3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
3,8,57.775000,3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
4,8,58.200000,3.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000000000000,0.000000000000,0.000000,0,SOLVER_FAIL
